"Adv Number","Property Address","Assessed Value","Face Amount","Winning Bid","Winning Bidder Name","Winning Premium","Winning Amount Due"
12597,"7111 PARK HEIGHTS AVE UNIT 503",67700.00,1045.47,1045.47,City,,
12598,"7111 PARK HEIGHTS AVE UNIT 709",67633.00,1735.80,45990.00,236,3787.00,5522.80
12599,"7111 PARK HEIGHTS AVE UNIT 805",38767.00,1145.00,28688.00,236,2636.00,3781.00
12600,"7120 PARK HEIGHTS AVE",80100.00,2444.45,2444.45,City,,
12601,"7121 PARK HEIGHTS AVE UNIT #308",72867.00,2106.96,53922.00,236,4955.00,7061.96
12602,"7121 PARK HEIGHTS AVE UNIT 604",73067.00,1785.00,1785.00,City,,
12603,"7121 PARK HEIGHTS AVE UNIT 808",72967.00,1766.39,49618.00,236,4086.00,5852.39
12604,"7124 PARK HEIGHTS AVE",172800.00,6092.44,92205.00,67,4617.00,10709.44
12605,"7126 PARK HEIGHTS AVE",317200.00,8812.86,8812.86,City,,
12609,"7350 PARK HEIGHTS AVE",133600.00,2310.99,100000.00,72,9312.00,11622.99
12610,"2532 PARK HEIGHTS TERR",30000.00,2846.28,2846.28,City,,
12611,"2534 PARK HEIGHTS TERR",5000.00,3080.22,3080.22,City,,
12612,"2547 PARK HEIGHTS TERR",19000.00,526.54,15088.00,404,1497.00,2023.54
12614,"2602 PARK HEIGHTS TERR",19000.00,2069.04,2069.04,City,,
12615,"2604 PARK HEIGHTS TERR",30000.00,1443.97,1443.97,City,,
12617,"2611 PARK HEIGHTS TERR",5000.00,27948.12,27948.12,City,,
12618,"2613 PARK HEIGHTS TERR",30000.00,843.97,843.97,City,,
12619,"2634 PARK HEIGHTS TERR",30000.00,843.97,843.97,City,,
12620,"2635 PARK HEIGHTS TERR",30000.00,2747.80,12231.00,326,46.00,2793.80
12621,"7100 PARK PL",120567.00,1472.76,1472.76,City,,
12623,"0107 PARKIN ST",140300.00,3708.98,3708.98,City,,
12624,"0316 PARKIN ST",332133.00,6393.41,6393.41,City,,
12625,"3304 PARKINGTON AVE",136800.00,530.24,98496.00,236,8755.00,9285.24
12626,"3414 PARKINGTON AVE",135400.00,1810.94,96134.00,288,8394.00,10204.94
12627,"3314 PARKLAWN AVE",88200.00,2418.14,2418.14,City,,
12628,"3402 PARKLAWN AVE",103900.00,10055.61,55000.00,378,2688.00,12743.61
12629,"1602 PARKMAN AVE",45000.00,1196.38,1196.38,City,,
12630,"1620 PARKMAN AVE",62000.00,1605.96,34100.00,240,1860.00,3465.96
12631,"1626 PARKMAN AVE",43330.00,1152.41,1152.41,City,,
12632,"1629 PARKMAN AVE",45000.00,1056.94,1056.94,City,,
12633,"1631 PARKMAN AVE",45000.00,1196.38,1196.38,City,,
12634,"1701 PARKMAN AVE",855500.00,8071.63,8071.63,City,,
12635,"3701 PARKSIDE DR",136000.00,3346.60,3346.60,City,,
12636,"3703 PARKSIDE DR",135200.00,30465.68,30465.68,City,,
12638,"4009 PARKSIDE DR",98433.00,2190.16,2190.16,City,,
12639,"4200 PARKSIDE DR",87800.00,2067.15,46476.50,462,2271.00,4338.15
12640,"4320 PARKSIDE DR",87933.00,2328.27,2328.27,City,,
12641,"0403 PARKSLEY AVE",51967.00,1517.32,27000.00,102,1242.00,2759.32
12644,"0515 PARKSLEY AVE",52767.00,1233.63,1233.63,City,,
12645,"0521 PARKSLEY AVE",53967.00,1336.05,1336.05,City,,
12646,"0531 PARKSLEY AVE",52767.00,1258.94,24800.49,240,738.00,1996.94
12647,"1022 PARKSLEY AVE",55200.00,1465.36,1465.36,City,,
12648,"1024 PARKSLEY AVE",54700.00,1295.56,1295.56,City,,
12649,"1035 PARKSLEY AVE",56300.00,5715.46,22888.00,404,73.00,5788.46
12650,"1040 PARKSLEY AVE",64800.00,1839.38,1839.38,City,,
12651,"1514 PARKSLEY AVE",73100.00,853.49,853.49,City,,
12652,"2107 PARKSLEY AVE",40000.00,1064.58,1064.58,City,,
12653,"2122 PARKSLEY AVE",38000.00,1011.86,1011.86,City,,
12654,"2131 PARKSLEY AVE",40000.00,1064.58,1064.58,City,,
12655,"2133 PARKSLEY AVE",38000.00,1011.86,1011.86,City,,
12656,"2139 PARKSLEY AVE",40000.00,1064.58,1064.58,City,,
12658,"4385 PARKTON ST",86730.00,2296.59,2296.59,City,,
12659,"4395 PARKTON ST",91200.00,2236.85,2236.85,City,,
12660,"2512 PARKTRAIL ROAD",148500.00,3828.64,99463.00,236,8012.00,11840.64
12661,"6145 PARKWAY DR",144367.00,4123.86,106832.00,236,9817.00,13940.86
12662,"2711 PARKWOOD AVE",90100.00,2128.39,2128.39,City,,
12664,"2722 PARKWOOD AVE",25000.00,693.66,693.66,City,,
12665,"2732 PARKWOOD AVE",88500.00,2242.15,2242.15,City,,
12666,"2809 PARKWOOD AVE",90400.00,2601.44,46104.00,462,1988.00,4589.44
12667,"2837 PARKWOOD AVE",92400.00,2018.37,2018.37,City,,
12668,"2844 PARKWOOD AVE",75200.00,1992.62,1992.62,City,,
12669,"2846 PARKWOOD AVE",66100.00,1752.72,1752.72,City,,
12670,"2908 PARKWOOD AVE",52900.00,450.01,450.01,City,,
12671,"2913 PARKWOOD AVE",67300.00,2249.88,10288.00,404,0.00,2249.88
12672,"2920 PARKWOOD AVE",45000.00,1320.80,20888.00,404,577.00,1897.80
12673,"4013 PARKWOOD AVE",133367.00,2906.77,83763.00,236,6083.00,8989.77
12674,"4205 PARKWOOD AVE",11300.00,307.94,307.94,City,,
12675,"4300 PARKWOOD AVE",160233.00,4060.05,4060.05,City,,
12676,"0602 PARKWYRTH AVE",111900.00,1202.01,86000.00,72,8248.00,9450.01
12677,"0605 PARKWYRTH AVE",99100.00,2761.29,2761.29,City,,
12678,"0607 PARKWYRTH AVE",96300.00,2367.12,2367.12,City,,
12679,"0611 PARKWYRTH AVE",40200.00,1641.41,1641.41,City,,
12681,"0622 PARKWYRTH AVE",40000.00,1121.37,1121.37,City,,
12682,"0652 PARKWYRTH AVE",106000.00,2525.69,64660.00,462,4452.00,6977.69
12683,"0654 PARKWYRTH AVE",103500.00,2466.20,63135.00,462,4347.00,6813.20
12684,"6544 PARNELL AVE",60000.00,1615.63,46105.95,462,4421.00,6036.63
12685,"6547 PARNELL AVE",52100.00,883.06,883.06,City,,
12686,"6501 PARR AVE",250767.00,947.86,150460.00,236,10030.00,10977.86
12688,"6517 PARR AVE",132700.00,865.07,865.07,City,,
12689,"0302 N PARRISH ST",3100.00,301.49,301.49,City,,
12690,"1432 N PARRISH ST",1000.00,32154.29,32154.29,City,,
12691,"0315 S PARRISH ST",25000.00,1056.70,8288.00,404,0.00,1056.70
12692,"0316 S PARRISH ST",33667.00,1017.72,1017.72,City,,
12693,"0317 S PARRISH ST",25000.00,756.70,8288.00,404,0.00,756.70
12694,"0318 S PARRISH ST",33667.00,1001.24,8130.00,58,0.00,1001.24
12695,"0319 S PARRISH ST",25000.00,737.58,737.58,City,,
12696,"0326 S PARRISH ST",25000.00,1129.90,5981.00,326,0.00,1129.90
12697,"0328 S PARRISH ST",25000.00,1129.90,7288.00,404,0.00,1129.90
12698,"0335 S PARRISH ST",18333.00,891.06,5861.00,326,0.00,891.06
12699,"0403 S PARRISH ST",7000.00,23400.88,23400.88,City,,
12700,"0405 S PARRISH ST",6333.00,9905.03,9905.03,City,,
12701,"0406 S PARRISH ST",38000.00,996.84,12281.00,326,0.00,996.84
12702,"0408 S PARRISH ST",33667.00,987.64,987.64,City,,
12703,"0411 S PARRISH ST",38000.00,996.84,10630.00,58,0.00,996.84
12704,"0415 S PARRISH ST",27000.00,9405.02,9405.02,City,,
12705,"0417 S PARRISH ST",6333.00,7551.70,7551.70,City,,
12706,"0419 S PARRISH ST",38000.00,941.10,941.10,City,,
12707,"0433 S PARRISH ST",38000.00,996.53,12461.00,326,0.00,996.53
12708,"0436 S PARRISH ST",38000.00,69355.52,69355.52,City,,
12709,"6511 PARSONS AVE",380467.00,9025.14,9025.14,City,,
12710,"3811 PASCAL AVE",23400.00,442.74,442.74,City,,
12712,"0103-111 E PATAPSCO AVE",136900.00,3535.96,3535.96,City,,
12713,"0322 E PATAPSCO AVE",92400.00,2170.25,2170.25,City,,
12714,"0330 E PATAPSCO AVE",104900.00,3269.78,3269.78,City,,
12718,"0431 E PATAPSCO AVE",158900.00,4450.74,4450.74,City,,
12719,"0433-439 E PATAPSCO AVE",406100.00,8449.77,8449.77,City,,
12720,"0440 E PATAPSCO AVE",50100.00,1401.67,1401.67,City,,
12721,"0500 E PATAPSCO AVE",249633.00,6941.02,161100.00,180,12249.00,19190.02
12722,"0501 E PATAPSCO AVE",29133.00,920.18,920.18,City,,
12723,"0505 E PATAPSCO AVE",45033.00,1101.40,20888.00,404,574.00,1675.40
12724,"0506 E PATAPSCO AVE",19000.00,510.90,510.90,City,,
12725,"0520 E PATAPSCO AVE",50100.00,1464.76,37341.70,240,3460.00,4924.76
12726,"0540 E PATAPSCO AVE",66567.00,841.19,841.19,City,,
12727,"0542 E PATAPSCO AVE",82030.00,1187.28,1187.28,City,,
12729,"0634 E PATAPSCO AVE",50100.00,1464.76,37575.00,462,3507.00,4971.76
12732,"0715 E PATAPSCO AVE",40000.00,978.70,978.70,City,,
12733,"0819 E PATAPSCO AVE",40000.00,939.50,939.50,City,,
12734,"0821 E PATAPSCO AVE",40000.00,365.37,365.37,City,,
12735,"0833 E PATAPSCO AVE",40000.00,15973.21,15973.21,City,,
12736,"0842 E PATAPSCO AVE",217167.00,8741.36,108583.50,462,4343.00,13084.36
12738,"0931-935 E PATAPSCO AVE",60300.00,728.56,728.56,City,,
12739,"0934 E PATAPSCO AVE",53700.00,1261.28,1261.28,City,,
12740,"0937-945 E PATAPSCO AVE",244867.00,514.38,514.38,City,,
12741,"1005 E PATAPSCO AVE",38933.00,2815.41,23359.80,462,1557.00,4372.41
12743,"1015 E PATAPSCO AVE",59667.00,2081.56,2081.56,City,,
12744,"1200 E PATAPSCO AVE",8865067.00,16985.74,16985.74,City,,
12745,"1313 E PATAPSCO AVE",30000.00,510.61,510.61,City,,
12746,"1425-1427 E PATAPSCO AVE",179800.00,1320.57,1320.57,City,,
12747,"0800 W PATAPSCO AVE",829700.00,1069.29,1069.29,City,,
12748,"1020 W PATAPSCO AVE",444033.00,1662.97,1662.97,City,,
12749,"2650 W PATAPSCO AVE",672633.00,3410.52,3410.52,City,,
12750,"2701 W PATAPSCO AVE",188900.00,863.52,863.52,City,,
12751,"2900 W PATAPSCO AVE",289367.00,2711.07,2711.07,City,,
12752,"3315 PATON AVE",4000.00,1092.77,1462.00,326,0.00,1092.77
12753,"3317 PATON AVE",17000.00,458.18,458.18,City,,
12754,"3437 PATON AVE",17000.00,1431.00,6288.00,404,0.00,1431.00
12756,"4400 PATTERSON AVE",38700.00,1067.06,1067.06,City,,
12757,"0014 N PATTERSON PARK AVE",265000.00,782.24,205000.00,72,19800.00,20582.24
12759,"0115-117 N PATTERSON PARK AVE",166200.00,3038.28,108030.00,462,8310.00,11348.28
12760,"0126 N PATTERSON PARK AVE",15300.00,404.10,404.10,City,,
12761,"0128-130 N PATTERSON PARK AVE",15300.00,404.10,404.10,City,,
12762,"0143 N PATTERSON PARK AVE",142000.00,28221.47,28221.47,City,,
12763,"0207 N PATTERSON PARK AVE",90000.00,2590.20,49500.00,240,2700.00,5290.20
12764,"0216 N PATTERSON PARK AVE",98400.00,2741.80,2741.80,City,,
12765,"0235 N PATTERSON PARK AVE",96600.00,2691.85,2691.85,City,,
12766,"0237 N PATTERSON PARK AVE",10400.00,293.81,293.81,City,,
12767,"0239 N PATTERSON PARK AVE",12800.00,358.87,358.87,City,,
12768,"0241 N PATTERSON PARK AVE",11200.00,315.43,315.43,City,,
12769,"0243 N PATTERSON PARK AVE",12800.00,358.87,358.87,City,,
12770,"0245 N PATTERSON PARK AVE",154400.00,4201.48,4201.48,City,,
12771,"0410 N PATTERSON PARK AVE",184900.00,795.12,795.12,City,,
12773,"0426 N PATTERSON PARK AVE",100800.00,2417.24,2417.24,City,,
12774,"0435 N PATTERSON PARK AVE",35000.00,932.78,932.78,City,,
12775,"0511 N PATTERSON PARK AVE",25000.00,716.70,716.70,City,,
12776,"0518 N PATTERSON PARK AVE",19000.00,3066.56,8788.00,124,237.00,3303.56
12777,"0519 N PATTERSON PARK AVE",36000.00,5584.84,5584.84,City,,
12778,"0521 N PATTERSON PARK AVE",36000.00,993.82,993.82,City,,
12779,"0522 N PATTERSON PARK AVE",19000.00,795.34,795.34,City,,
12780,"0705 N PATTERSON PARK AVE",2000.00,50095.36,50095.36,City,,
12781,"0718 N PATTERSON PARK AVE",7000.00,1903.11,1903.11,City,,
12782,"0723 N PATTERSON PARK AVE",10200.00,65608.90,65608.90,City,,
12783,"0725 N PATTERSON PARK AVE",36000.00,1310.41,1310.41,City,,
12784,"0735 N PATTERSON PARK AVE",25000.00,756.70,18101.00,52,1620.00,2376.70
12785,"0736 N PATTERSON PARK AVE",19000.00,355038.41,355038.41,City,,
12786,"0742 N PATTERSON PARK AVE",19000.00,538.65,538.65,City,,
12787,"0744 N PATTERSON PARK AVE",19000.00,538.65,538.65,City,,
12788,"0745 N PATTERSON PARK AVE",7000.00,451.34,451.34,City,,
12789,"0801 N PATTERSON PARK AVE",7000.00,258923.28,258923.28,City,,
12790,"0802 N PATTERSON PARK AVE",38000.00,325.50,325.50,City,,
12791,"0803 N PATTERSON PARK AVE",7000.00,497665.69,497665.69,City,,
12792,"0807 N PATTERSON PARK AVE",25000.00,1178.20,1178.20,City,,
12793,"0816 N PATTERSON PARK AVE",44000.00,1382.28,1382.28,City,,
12794,"0825 N PATTERSON PARK AVE",36000.00,896.10,896.10,City,,
12795,"0827 N PATTERSON PARK AVE",36000.00,896.10,896.10,City,,
12796,"0836 N PATTERSON PARK AVE",19000.00,13939.81,13939.81,City,,
12797,"0842 N PATTERSON PARK AVE",38000.00,325.50,325.50,City,,
12798,"0845 N PATTERSON PARK AVE",25000.00,693.66,693.66,City,,
12799,"0907 N PATTERSON PARK AVE",10200.00,294.52,294.52,City,,
12800,"0923 N PATTERSON PARK AVE",200000.00,5530.07,5530.07,City,,
12801,"0925 N PATTERSON PARK AVE",25000.00,669.12,669.12,City,,
12802,"0933 N PATTERSON PARK AVE",200000.00,1386.09,103872.28,462,4774.00,6160.09
12803,"0937 N PATTERSON PARK AVE",25000.00,669.12,669.12,City,,
12805,"1008 N PATTERSON PARK AVE",15000.00,885.66,885.66,City,,
12807,"1026 N PATTERSON PARK AVE",4000.00,7088.35,7088.35,City,,
12808,"1034 N PATTERSON PARK AVE",15000.00,427.69,427.69,City,,
12809,"1107 N PATTERSON PARK AVE",4000.00,284.73,284.73,City,,
12810,"1113 N PATTERSON PARK AVE",15000.00,427.69,427.69,City,,
12811,"1220 N PATTERSON PARK AVE",4000.00,1003.40,1003.40,City,,
12812,"1226 N PATTERSON PARK AVE",15000.00,335.92,335.92,City,,
12814,"1235 N PATTERSON PARK AVE",4000.00,227755.89,227755.89,City,,
12815,"1313 N PATTERSON PARK AVE",15000.00,405.46,405.46,City,,
12816,"1315 N PATTERSON PARK AVE",15000.00,3534.75,3534.75,City,,
12817,"1317 N PATTERSON PARK AVE",15000.00,405.46,405.46,City,,
12818,"1319 N PATTERSON PARK AVE",15000.00,633.18,633.18,City,,
12819,"1329 N PATTERSON PARK AVE",15000.00,427.69,427.69,City,,
12820,"1401 N PATTERSON PARK AVE",15000.00,427.69,427.69,City,,
12821,"1403 N PATTERSON PARK AVE",15000.00,427.69,427.69,City,,
12822,"1409 N PATTERSON PARK AVE",4000.00,3410.62,3410.62,City,,
12823,"1431 N PATTERSON PARK AVE",25000.00,3140.67,3140.67,City,,
12824,"1504 N PATTERSON PARK AVE",5000.00,98682.45,98682.45,City,,
12825,"1527 N PATTERSON PARK AVE",12000.00,344.47,344.47,City,,
12828,"1539 N PATTERSON PARK AVE",5000.00,195543.62,195543.62,City,,
12829,"1615 N PATTERSON PARK AVE",11000.00,316.73,316.73,City,,
12830,"1619 N PATTERSON PARK AVE",4000.00,216216.55,216216.55,City,,
12831,"1647 N PATTERSON PARK AVE",4000.00,83359.68,83359.68,City,,
12832,"1705 N PATTERSON PARK AVE",4000.00,4647.97,4647.97,City,,
12833,"1713 N PATTERSON PARK AVE",11000.00,316.73,316.73,City,,
12834,"1723 N PATTERSON PARK AVE",4000.00,8800.79,8800.79,City,,
12835,"1725 N PATTERSON PARK AVE",4000.00,4283.44,4283.44,City,,
12836,"1729 N PATTERSON PARK AVE",4000.00,50475.06,50475.06,City,,
12837,"1731 N PATTERSON PARK AVE",4000.00,32515.86,32515.86,City,,
12838,"1737 N PATTERSON PARK AVE",4000.00,28415.42,28415.42,City,,
12839,"1808-1838 N PATTERSON PARK AVE",858200.00,116272.44,150613.00,372,0.00,116272.44
12840,"1823 N PATTERSON PARK AVE",1000.00,19379.19,19379.19,City,,
12841,"1829 N PATTERSON PARK AVE",1000.00,23295.55,23295.55,City,,
12842,"1831 N PATTERSON PARK AVE",1000.00,15406.85,15406.85,City,,
12843,"1900 N PATTERSON PARK AVE",1000.00,625506.05,625506.05,City,,
12844,"1906 N PATTERSON PARK AVE",1000.00,5116.41,5116.41,City,,
12845,"1908 N PATTERSON PARK AVE",1000.00,124142.06,124142.06,City,,
12846,"1933 N PATTERSON PARK AVE",1000.00,137756.76,137756.76,City,,
12847,"1939 N PATTERSON PARK AVE",3000.00,44491.12,44491.12,City,,
12848,"1952 N PATTERSON PARK AVE",1000.00,83956.59,83956.59,City,,
12849,"1954 N PATTERSON PARK AVE",1000.00,32844.84,32844.84,City,,
12850,"1959 N PATTERSON PARK AVE",1000.00,239633.09,239633.09,City,,
12851,"1960 N PATTERSON PARK AVE",1000.00,151207.13,151207.13,City,,
12852,"0012 S PATTERSON PARK AVE",1237100.00,14936.23,14936.23,City,,
12853,"0318 S PATTERSON PARK AVE",197767.00,2070.19,2070.19,City,,
12854,"0508 S PATTERSON PARK AVE",146500.00,5715.11,5715.11,City,,
12855,"0015 N PAYSON ST",2000.00,30750.13,30750.13,City,,
12856,"0130 N PAYSON ST",1000.00,98267.01,98267.01,City,,
12857,"0200 N PAYSON ST",29000.00,1070.69,1070.69,City,,
12858,"0222 N PAYSON ST",6333.00,473.78,473.78,City,,
12859,"0230 N PAYSON ST",16333.00,873.19,873.19,City,,
12861,"0249 N PAYSON ST",37333.00,1079.85,1079.85,City,,
12862,"0250 N PAYSON ST",29000.00,774.56,774.56,City,,
12865,"0323 N PAYSON ST",2000.00,552.54,552.54,City,,
12866,"0502 N PAYSON ST",29000.00,26467.29,26467.29,City,,
12867,"0514 N PAYSON ST",6333.00,323.50,323.50,City,,
12868,"0522 N PAYSON ST",6333.00,20916.79,20916.79,City,,
12869,"0524 N PAYSON ST",6333.00,88374.59,88374.59,City,,
12870,"0601 N PAYSON ST",1000.00,135527.59,135527.59,City,,
12871,"0602 N PAYSON ST",4333.00,379.10,379.10,178,0.00,379.10
12872,"0606 N PAYSON ST",14000.00,1478.60,3588.00,404,0.00,1478.60
12873,"0609 N PAYSON ST",4333.00,379.10,1288.00,404,0.00,379.10
12874,"0614 N PAYSON ST",14000.00,432.35,432.35,City,,
12875,"0624 N PAYSON ST",4333.00,1939.10,2412.00,479,94.00,2033.10
12876,"0705 N PAYSON ST",14000.00,602.61,602.61,City,,
12877,"0708 N PAYSON ST",14000.00,410.90,410.90,City,,
12878,"0710 N PAYSON ST",14000.00,334.40,334.40,City,,
12879,"0714 N PAYSON ST",4333.00,61306.38,61306.38,City,,
12880,"0717 N PAYSON ST",15000.00,290.30,290.30,City,,
12881,"0718 N PAYSON ST",4333.00,330.16,330.16,City,,
12882,"0719 N PAYSON ST",14000.00,25144.88,25144.88,City,,
12883,"0805 N PAYSON ST",14000.00,410.90,410.90,City,,
12884,"0815 N PAYSON ST",4333.00,801.54,801.54,City,,
12885,"0817 N PAYSON ST",4333.00,506.28,506.28,City,,
12886,"0818 N PAYSON ST",4333.00,22551.90,22551.90,City,,
12887,"0820 N PAYSON ST",4333.00,19051.93,19051.93,City,,
12888,"0823 N PAYSON ST",14000.00,33508.56,33508.56,City,,
12889,"0825 N PAYSON ST",4333.00,481.76,900.00,296,0.00,481.76
12890,"0900 N PAYSON ST",4333.00,101216.36,101216.36,City,,
12891,"0901 N PAYSON ST",4333.00,358.70,360.00,296,0.00,358.70
12892,"0903 N PAYSON ST",4333.00,1489.13,1872.00,479,27.00,1516.13
12893,"0906 N PAYSON ST",14000.00,540.35,540.35,City,,
12894,"0912 N PAYSON ST",4333.00,1240.35,1240.35,City,,
12895,"0924 N PAYSON ST",14000.00,2084.40,5088.00,404,0.00,2084.40
12896,"1004 N PAYSON ST",4333.00,489.26,2166.50,288,86.00,575.26
12897,"1009 N PAYSON ST",14000.00,432.35,432.35,City,,
12898,"1018 N PAYSON ST",14000.00,379.10,379.10,City,,
12899,"1024 N PAYSON ST",14000.00,440.40,440.40,City,,
12900,"1101-1109 N PAYSON ST",16433.00,1358.63,1358.63,City,,
12901,"1503 N PAYSON ST",24000.00,701.68,11280.00,462,336.00,1037.68
12902,"1505 N PAYSON ST",3000.00,14439.42,14439.42,City,,
12903,"1509 N PAYSON ST",3000.00,42219.92,42219.92,City,,
12905,"1520 N PAYSON ST",3000.00,6378.41,6378.41,City,,
12906,"1526 N PAYSON ST",24000.00,709.84,709.84,City,,
12907,"1528 N PAYSON ST",24000.00,749.44,749.44,City,,
12908,"1536 N PAYSON ST",24000.00,677.44,677.44,City,,
12909,"1601 N PAYSON ST",21000.00,734.62,734.62,City,,
12910,"1605 N PAYSON ST",34000.00,831.63,831.63,City,,
12911,"1615 N PAYSON ST",34000.00,899.91,11288.00,404,0.00,899.91
12912,"1621 N PAYSON ST",21000.00,27029.55,27029.55,City,,
12913,"1629 N PAYSON ST",5000.00,10652.20,10652.20,City,,
12914,"1647 N PAYSON ST",21000.00,594.22,594.22,City,,
12915,"1714 N PAYSON ST",34000.00,981.63,981.63,City,,
12916,"1719 N PAYSON ST",21000.00,31741.91,31741.91,City,,
12917,"1729 N PAYSON ST",21000.00,368.70,9870.00,288,294.00,662.70
12918,"1731 N PAYSON ST",5000.00,489.36,489.36,City,,
12919,"1800 N PAYSON ST",21000.00,860.48,860.48,City,,
12920,"1802 N PAYSON ST",21000.00,701.48,701.48,City,,
12921,"1811 N PAYSON ST",21000.00,10629.96,10629.96,City,,
12923,"1817 N PAYSON ST",5000.00,1343.29,1343.29,City,,
12924,"1925 N PAYSON ST",21000.00,563.68,563.68,City,,
12925,"2007 N PAYSON ST",1000.00,42637.31,42637.31,City,,
12926,"2022 N PAYSON ST",14100.00,702.76,702.76,City,,
12927,"2028 N PAYSON ST",6000.00,350.53,350.53,City,,
12928,"0005 S PAYSON ST",3000.00,12704.58,12704.58,City,,
12929,"0009 S PAYSON ST",3000.00,472.81,500.00,296,0.00,472.81
12931,"0026 S PAYSON ST",17000.00,2105.55,2105.55,City,,
12932,"0027 S PAYSON ST",3000.00,322.26,322.26,City,,
12933,"0106 S PAYSON ST",15000.00,405.46,405.46,City,,
12934,"0216 S PAYSON ST",6000.00,3033.87,3033.87,City,,
12935,"0307 S PAYSON ST",15000.00,499.69,499.69,City,,
12936,"0316 S PAYSON ST",6000.00,3348.31,3348.31,City,,
12937,"0324 S PAYSON ST",15000.00,499.69,499.69,City,,
12938,"0325 S PAYSON ST",25000.00,670.52,670.52,City,,
12939,"0326 S PAYSON ST",15000.00,474.60,6288.00,404,57.00,531.60
12940,"0339 S PAYSON ST",5000.00,18875.78,18875.78,City,,
12942,"0344 S PAYSON ST",15000.00,1253.64,3832.00,326,0.00,1253.64
12943,"0348 S PAYSON ST",37000.00,880.56,12999.00,119,0.00,880.56
12944,"0405 S PAYSON ST",15000.00,1368.48,1368.48,City,,
12945,"0414 S PAYSON ST",5000.00,28896.40,28896.40,City,,
12946,"0416 S PAYSON ST",5000.00,28162.47,28162.47,City,,
12947,"0421 S PAYSON ST",5000.00,25876.37,25876.37,City,,
12948,"0428 S PAYSON ST",6000.00,589.15,6288.00,404,777.00,1366.15
12949,"0432 S PAYSON ST",15000.00,405.46,405.46,City,,
12950,"0434 S PAYSON ST",15000.00,913.83,6288.00,404,57.00,970.83
12951,"0436 S PAYSON ST",6000.00,23851.99,23851.99,City,,
12952,"0601 S PAYSON ST",15000.00,427.69,427.69,City,,
12953,"0611 S PAYSON ST",5000.00,294.44,294.44,City,,
12955,"0630 S PAYSON ST",15000.00,441.51,441.51,City,,
12956,"0632 S PAYSON ST",15000.00,606.14,606.14,City,,
12957,"0634 S PAYSON ST",15000.00,826.57,826.57,City,,
12958,"0640 S PAYSON ST",6000.00,12721.94,12721.94,City,,
12959,"5500-5506> PEERLESS AVE",479200.00,70787.93,70787.93,City,,
12960,"2204 PELHAM AVE",202400.00,4436.39,131560.00,240,10120.00,14556.39
12961,"2605 PELHAM AVE",122500.00,3359.70,3359.70,City,,
12962,"2624 PELHAM AVE",114100.00,2924.98,84434.00,236,7758.00,10682.98
12963,"2829 PELHAM AVE",90000.00,2406.24,66600.00,236,6120.00,8526.24
12964,"2832 PELHAM AVE",92300.00,1031.06,1031.06,City,,
12965,"2849 PELHAM AVE",86400.00,2788.74,60439.60,288,5175.00,7963.74
12966,"2873 PELHAM AVE",91800.00,2015.59,62424.00,236,5140.00,7155.59
12967,"2874 PELHAM AVE",91600.00,282.54,282.54,City,,
12968,"2878 PELHAM AVE",45600.00,2857.30,44733.60,240,5298.00,8155.30
12969,"2883 PELHAM AVE",90900.00,2615.64,60425.80,288,4813.00,7428.64
12970,"2892 PELHAM AVE",141633.00,727.92,727.92,City,,
12971,"3106 PELHAM AVE",44000.00,1170.02,1170.02,City,,
12972,"3209 PELHAM AVE",75500.00,2181.20,38202.16,240,1600.00,3781.20
12973,"3235 PELHAM AVE",79900.00,2090.29,37888.00,404,1185.00,3275.29
12974,"3249 PELHAM AVE",82500.00,2324.88,41539.60,240,1707.00,4031.88
12976,"3509 PELHAM AVE",98900.00,2617.52,2617.52,City,,
12979,"3537 PELHAM AVE",45000.00,1196.38,1196.38,City,,
12980,"4904 PEMBRIDGE AVE",36000.00,562.23,16920.00,240,504.00,1066.23
12981,"4913 PEMBRIDGE AVE",36000.00,779.67,779.67,City,,
12982,"4916 PEMBRIDGE AVE",5000.00,67714.41,67714.41,City,,
12983,"4918 PEMBRIDGE AVE",36000.00,1018.51,1018.51,City,,
12985,"5030 PEMBRIDGE AVE",36000.00,12322.94,12322.94,City,,
12986,"5049 PEMBRIDGE AVE",5000.00,491.68,491.68,City,,
12987,"5115 PEMBRIDGE AVE",36000.00,825.19,825.19,City,,
12989,"5134 PEMBRIDGE AVE",5000.00,28239.46,28239.46,City,,
12990,"5103 PEMBROKE AVE",121100.00,1440.07,1440.07,City,,
12991,"5211 PEMBROKE AVE",110200.00,2870.90,74121.00,236,6008.00,8878.90
12992,"4415 PEN LUCY ROAD",89600.00,2328.76,60928.00,236,5017.00,7345.76
12993,"4416 PEN LUCY ROAD",108100.00,1265.75,1265.75,City,,
12994,"4425 PEN LUCY ROAD",101100.00,2903.26,74814.00,236,6874.00,9777.26
12995,"4437 PEN LUCY ROAD",52000.00,1380.96,1380.96,City,,
12998,"4519 PEN LUCY ROAD",102200.00,3224.68,3224.68,City,,
12999,"4531 PEN LUCY ROAD",100400.00,2558.19,2558.19,City,,
13000,"4535 PEN LUCY ROAD",45000.00,603.14,603.14,City,,
13001,"4541 PEN LUCY ROAD",114400.00,3476.10,3476.10,City,,
13002,"4545 PEN LUCY ROAD",98700.00,1576.69,1576.69,City,,
13004,"3926 PENHURST AVE",124200.00,2746.79,2746.79,City,,
13005,"3939 PENHURST AVE",5638000.00,8033.60,8033.60,City,,
