"Adv Number","Property Address","Assessed Value","Face Amount","Winning Bid","Winning Bidder Name","Winning Premium","Winning Amount Due"
13896,"1800 RAYNER AVE",1000.00,42153.25,42153.25,City,,
13906,"2005 RAYNER AVE",4333.00,819.29,819.29,City,,
13908,"2025 RAYNER AVE",4333.00,15655.97,15655.97,City,,
13910,"2033 RAYNER AVE",4333.00,15064.53,15064.53,City,,
13917,"2804 RAYNER AVE",2700.00,533.68,533.68,City,,
13921,"2830 RAYNER AVE",1000.00,55691.93,55691.93,City,,
13924,"2836 RAYNER AVE",2700.00,34098.82,34098.82,City,,
13927,"2844 RAYNER AVE",2000.00,152234.77,152234.77,City,,
13929,"3001 RAYNER AVE",18167.00,15276.92,15276.92,City,,
13930,"3010 RAYNER AVE",17700.00,75956.54,75956.54,City,,
13931,"3013 RAYNER AVE",17700.00,7176.19,7176.19,City,,
13935,"3022 RAYNER AVE",17600.00,112416.58,112416.58,City,,
13993,"1714 N REGESTER ST",1000.00,571147.94,571147.94,City,,
14005,"2267 REISTERSTOWN ROAD",93700.00,321732.32,321732.32,City,,
14007,"2301 REISTERSTOWN ROAD",89100.00,90447.73,90447.73,City,,
14008,"2305 REISTERSTOWN ROAD",31500.00,19309.88,19309.88,City,,
14009,"2309 REISTERSTOWN ROAD",77200.00,23690.54,23690.54,City,,
14013,"2414 REISTERSTOWN ROAD",900.00,7122.61,7122.61,City,,
14049,"3839 REISTERSTOWN ROAD",3000.00,504.98,504.98,479,0.00,504.98
14071,"4329 REISTERSTOWN ROAD",1000.00,5484.84,5484.84,City,,
14072,"4330 REISTERSTOWN ROAD",33300.00,295822.05,295822.05,City,,
14094,"5229 REISTERSTOWN ROAD",18333.00,10719.48,10719.48,City,,
14161,"1570 RICHLAND ST",46500.00,38364.23,38364.23,City,,
14190,"1909 RIDGEHILL AVE",1000.00,62099.23,62099.23,City,,
14191,"1910 RIDGEHILL AVE",1000.00,68999.03,68999.03,City,,
14192,"1917 RIDGEHILL AVE",1000.00,36570.45,36570.45,City,,
14193,"1920 RIDGEHILL AVE",1000.00,74702.44,74702.44,City,,
14194,"1924 RIDGEHILL AVE",1000.00,43178.81,43178.81,City,,
14195,"1926 RIDGEHILL AVE",1000.00,72392.33,72392.33,City,,
14196,"1931 RIDGEHILL AVE",1000.00,80598.58,80598.58,City,,
14202,"2020 RIDGEHILL AVE",14100.00,12445.79,12445.79,City,,
14204,"2115 RIDGEHILL AVE",6000.00,48844.58,48844.58,City,,
14205,"2127 RIDGEHILL AVE",6000.00,28289.51,28289.51,City,,
14224,"2926 RIDGEWOOD AVE",86300.00,8619.96,8619.96,401,0.00,8619.96
14240,"3915 RIDGEWOOD AVE",91300.00,24970.95,24970.95,City,,
14246,"3923 RIDGEWOOD AVE",80100.00,10656.60,10656.60,City,,
14256,"1108 RIGGS AVE",1000.00,57593.31,57593.31,City,,
14257,"1118 RIGGS AVE",5000.00,555.10,555.10,City,,
14260,"1609 RIGGS AVE",7000.00,33103.71,33103.71,City,,
14261,"1615 RIGGS AVE",5667.00,24055.14,24055.14,City,,
14262,"1708 RIGGS AVE",1000.00,99770.05,99770.05,City,,
14266,"1816 RIGGS AVE",5667.00,5055.54,5055.54,City,,
14275,"1938 RIGGS AVE",10370.00,39497.24,39497.24,City,,
14282,"2513 RIGGS AVE",1000.00,142985.07,142985.07,City,,
14284,"2713 RIGGS AVE",25000.00,16423.69,16423.69,City,,
14288,"2836 RIGGS AVE",1000.00,36430.96,36430.96,City,,
14300,"2010 ROBB ST",5000.00,3091.70,3091.70,City,,
14305,"2032 ROBB ST",30000.00,10151.18,10151.18,City,,
14318,"2620 ROBB ST",30000.00,31542.61,31542.61,City,,
14320,"2634 ROBB ST",1000.00,6232.85,6232.85,City,,
14321,"2636 ROBB ST",5000.00,149808.11,149808.11,City,,
14325,"0428 ROBERT ST",1000.00,23986.02,23986.02,City,,
14335,"0321 N ROBINSON ST",91500.00,18505.29,18505.29,City,,
14468,"0414 N ROSE ST",72600.00,182540.18,182540.18,City,,
14473,"0615 N ROSE ST",7000.00,757.70,757.70,98,0.00,757.70
14474,"0621 N ROSE ST",7000.00,757.70,757.70,98,0.00,757.70
14475,"0627 N ROSE ST",7000.00,29897.05,29897.05,City,,
14485,"1401 N ROSE ST",3000.00,1527.69,1527.69,479,0.00,1527.69
14499,"0633 N ROSEDALE ST",19700.00,11440.77,11440.77,City,,
14501,"0639 N ROSEDALE ST",19433.00,6864.38,6864.38,326,0.00,6864.38
14511,"0949 N ROSEDALE ST",17800.00,16298.73,16298.73,City,,
14514,"0959 N ROSEDALE ST",17600.00,57487.23,57487.23,City,,
14524,"1619 N ROSEDALE ST",5667.00,13975.69,13975.69,City,,
14546,"2617 ROSEWOOD AVE",21000.00,26808.41,26808.41,City,,
14547,"2621 ROSEWOOD AVE",19000.00,13880.08,13880.08,City,,
14553,"2600 ROSLYN AVE",254500.00,50589.58,50589.58,City,,
14576,"0433 ROUNDVIEW ROAD",36000.00,17823.62,17823.62,City,,
14578,"0439 ROUNDVIEW ROAD",24000.00,22976.66,22976.66,City,,
14580,"0466 ROUNDVIEW ROAD",24000.00,103344.21,103344.21,City,,
14653,"3326 SAINT AMBROSE AVE",20000.00,147903.12,147903.12,City,,
14659,"0615 SAINT ANNS AVE",1000.00,3263.68,3263.68,City,,
14660,"0617 SAINT ANNS AVE",1000.00,146558.02,146558.02,City,,
14661,"0619 SAINT ANNS AVE",1000.00,145309.21,145309.21,City,,
14662,"0624 SAINT ANNS AVE",1000.00,99866.97,99866.97,City,,
14663,"0629 SAINT ANNS AVE",1000.00,20568.85,20568.85,City,,
14665,"0632 SAINT ANNS AVE",1000.00,178211.48,178211.48,City,,
14666,"0634 SAINT ANNS AVE",1000.00,113207.74,113207.74,City,,
14667,"0637 SAINT ANNS AVE",1000.00,77231.05,77231.05,City,,
14668,"0639 SAINT ANNS AVE",1000.00,1175709.37,1175709.37,City,,
14674,"2673 SAINT BENEDICT ST",29000.00,10254.96,10254.96,City,,
14685,"5233 SAINT CHARLES AVE",7667.00,557.19,557.19,City,,
14686,"5235 SAINT CHARLES AVE",7667.00,5398.74,5398.74,City,,
14716,"3605 SAINT MARGARET ST",47900.00,24706.68,24706.68,City,,
14719,"3723 SAINT MARGARET ST",38800.00,9521.38,9521.38,City,,
14800,"2021 SAINT PAUL ST",60000.00,74370.59,74370.59,City,,
14802,"2023 SAINT PAUL ST",60000.00,79315.78,79315.78,City,,
14803,"2025 SAINT PAUL ST",61200.00,79442.08,79442.08,City,,
14804,"2027 SAINT PAUL ST",61200.00,58685.64,58685.64,City,,
14844,"3731 SAINT VICTOR ST",17800.00,15501.40,15501.40,City,,
14861,"0543 SANFORD PL",70200.00,21508.74,21508.74,City,,
14894,"1800 W SARATOGA ST",1000.00,7920.64,7920.64,City,,
14918,"3700 W SARATOGA ST",1500.00,45383.88,45383.88,City,,
14958,"0645 N SCHROEDER ST",5000.00,931.81,931.81,98,0.00,931.81
15012,"1606 SEXTON ST",15200.00,101863.24,101863.24,City,,
15062,"4300 SHANNON DR",1704600.00,47095.45,47095.45,370,0.00,47095.45
15078,"0524 SHERIDAN AVE",61533.00,80235.30,80235.30,City,,
15140,"2449 SIDNEY AVE",136400.00,23014.01,23014.01,31,0.00,23014.01
15165,"2101 SINCLAIR LANE",1000.00,449191.53,449191.53,City,,
15169,"2460 SINCLAIR LANE",62800.00,5739.47,5739.47,326,0.00,5739.47
15179,"0110 N SMALLWOOD ST",3000.00,816.63,816.63,City,,
15206,"2102 N SMALLWOOD ST",40000.00,17484.53,17484.53,City,,
15209,"2120 N SMALLWOOD ST",40000.00,67784.14,67784.14,City,,
15210,"2122 N SMALLWOOD ST",14100.00,20569.50,20569.50,City,,
15213,"0011 S SMALLWOOD ST",1000.00,635.12,635.12,City,,
15225,"0405 S SMALLWOOD ST",6000.00,4830.00,4830.00,City,,
15228,"0415 S SMALLWOOD ST",5000.00,15757.53,15757.53,City,,
15229,"0417 S SMALLWOOD ST",6000.00,10270.98,10270.98,City,,
15232,"0428 S SMALLWOOD ST",5000.00,19085.29,19085.29,City,,
15235,"0502 S SMALLWOOD ST",15000.00,9835.71,9835.71,City,,
15239,"0522 S SMALLWOOD ST",15000.00,7437.90,7437.90,City,,
15240,"0532 S SMALLWOOD ST",15000.00,1313.56,1313.56,210,0.00,1313.56
15242,"0601 S SMALLWOOD ST",15800.00,6108.70,6108.70,453,0.00,6108.70
15244,"0609 S SMALLWOOD ST",5000.00,37077.99,37077.99,City,,
15245,"0610 S SMALLWOOD ST",5000.00,62548.40,62548.40,City,,
15308,"0027 N SPRING ST",0.00,333.89,333.89,City,,
15315,"1637 N SPRING ST",44000.00,12897.91,12897.91,City,,
15317,"0014 S SPRING ST",7700.00,769.94,769.94,City,,
15318,"0016 S SPRING ST",6300.00,638.86,638.86,City,,
15319,"0022 S SPRING ST",6600.00,756.09,756.09,274,0.00,756.09
15320,"0024 S SPRING ST",6900.00,788.31,788.31,274,0.00,788.31
15321,"0026 S SPRING ST",7500.00,851.72,851.72,274,0.00,851.72
15322,"0028 S SPRING ST",7300.00,830.56,830.56,274,0.00,830.56
15323,"0030 S SPRING ST",7500.00,851.72,851.72,274,0.00,851.72
15345,"0702 SPRINGFIELD AVE",11300.00,74563.26,74563.26,City,,
15350,"0926 SPRINGFIELD AVE",91167.00,103874.62,103874.62,City,,
15358,"2909 SPRINGHILL AVE",3000.00,46233.56,46233.56,City,,
15359,"2911 SPRINGHILL AVE",3000.00,34181.75,34181.75,City,,
15381,"3134 STAFFORD ST",51700.00,21831.64,21831.64,City,,
15409,"0325 STINSON ST",1000.00,2460.93,2460.93,City,,
15411,"0332 STINSON ST",15800.00,9951.29,9951.29,148,0.00,9951.29
15412,"0333 STINSON ST",5000.00,86420.07,86420.07,City,,
15415,"0340 STINSON ST",6800.00,109076.20,109076.20,City,,
15422,"0812 STOLL ST",58500.00,7891.35,7891.35,187,0.00,7891.35
15423,"0821 STOLL ST",46100.00,7098.42,7098.42,City,,
15468,"0626 N STREEPER ST",10200.00,5123.44,5123.44,City,,
15486,"0104 N STRICKER ST",14400.00,658570.16,658570.16,City,,
15487,"0106 N STRICKER ST",14400.00,87316.47,87316.47,City,,
15489,"0308 N STRICKER ST",5667.00,25783.85,25783.85,City,,
15491,"0316 N STRICKER ST",9200.00,67653.11,67653.11,City,,
15493,"0341 N STRICKER ST",5100.00,86619.59,86619.59,City,,
15494,"0500 N STRICKER ST",1000.00,108986.35,108986.35,City,,
15495,"0806 N STRICKER ST",1000.00,82041.47,82041.47,City,,
15502,"1115 N STRICKER ST",30000.00,71842.40,71842.40,City,,
15519,"0329 S STRICKER ST",1000.00,55172.15,55172.15,City,,
15525,"3040 STRICKLAND ST",50867.00,31138.27,31138.27,City,,
15526,"3049 STRICKLAND ST",48567.00,16442.23,16442.23,City,,
15527,"3063 STRICKLAND ST",48467.00,17834.04,17834.04,City,,
15531,"3328-3330 STRICKLAND ST",70800.00,39121.12,39121.12,City,,
15532,"3346 STRICKLAND ST",59000.00,25899.21,25899.21,City,,
15571,"2514 TALBOT ROAD UNIT C",1000.00,74336.98,74336.98,City,,
15671,"3002 TITON ST",900.00,3516.84,3516.84,City,,
15672,"3032 TITON ST",1100.00,3727.85,3727.85,City,,
15689,"3810 TOWANDA AVE",25000.00,48112.27,48112.27,City,,
15693,"3819 TOWANDA AVE",50100.00,19291.88,19291.88,City,,
15703,"4126 TOWNSEND AVE",60700.00,13617.02,13617.02,City,,
15797,"4608 VALLEY VIEW AVE",114233.00,31784.24,31784.24,City,,
15813,"0211 S VINCENT ST",7000.00,1814.86,1814.86,City,,
15814,"0218 S VINCENT ST",25000.00,19042.61,19042.61,City,,
15816,"0221 S VINCENT ST",25000.00,7022.12,7022.12,City,,
15820,"0407 S VINCENT ST",7000.00,481.03,481.03,25,0.00,481.03
15822,"0425 S VINCENT ST",7000.00,453.84,453.84,169,0.00,453.84
15825,"1509 VINE ST",2400.00,17178.56,17178.56,City,,
15826,"1511 VINE ST",2400.00,3862.77,3862.77,City,,
15827,"1513 VINE ST",2400.00,146366.11,146366.11,City,,
15828,"1515 VINE ST",2800.00,4977.01,4977.01,City,,
15829,"1517 VINE ST",2800.00,29461.97,29461.97,City,,
15830,"1521 VINE ST",2800.00,151835.48,151835.48,City,,
15831,"1523 VINE ST",2800.00,139386.03,139386.03,City,,
15832,"1525 VINE ST",2800.00,126149.03,126149.03,City,,
15842,"1901-1915 VINE ST",16500.00,259748.38,259748.38,City,,
15843,"1904-1936 VINE ST",4000.00,126597.95,126597.95,City,,
15844,"1917-1925 VINE ST",17000.00,137028.13,137028.13,City,,
15845,"1929 VINE ST",2000.00,89167.04,89167.04,City,,
15846,"1944 VINE ST",1000.00,106890.92,106890.92,City,,
15853,"2119 VINE ST",10200.00,12455.39,12455.39,City,,
15856,"2144 VINE ST",10200.00,26055.06,26055.06,City,,
15879,"3520 VIRGINIA AVE",1000.00,99862.45,99862.45,City,,
15880,"3527 VIRGINIA AVE",1000.00,71052.21,71052.21,City,,
15881,"3528 VIRGINIA AVE",1000.00,112974.31,112974.31,City,,
15897,"1807 WALBROOK AVE",5000.00,9694.29,9694.29,City,,
15904,"1909 WALBROOK AVE",1000.00,12880.52,12880.52,City,,
15906,"1919 WALBROOK AVE",5000.00,12286.10,12286.10,City,,
15910,"2044 WALBROOK AVE",14100.00,36868.92,36868.92,City,,
15927,"2809 WALBROOK AVE",1000.00,14495.87,14495.87,City,,
15928,"2812 WALBROOK AVE",3000.00,218798.08,218798.08,City,,
15930,"2904 WALBROOK AVE",1000.00,6306.39,6306.39,City,,
15931,"2906 WALBROOK AVE",1000.00,150295.18,150295.18,City,,
15941,"3305 WALBROOK AVE",1000.00,119465.68,119465.68,City,,
15942,"3317 WALBROOK AVE",1000.00,35459.10,35459.10,City,,
15950,"2810 WALDORF AVE",1000.00,90469.61,90469.61,City,,
15953,"2819 WALDORF AVE",1000.00,100952.28,100952.28,City,,
16026,"0905 WASHINGTON BLVD",66667.00,88126.87,88126.87,City,,
16094,"1920 N WASHINGTON ST",15000.00,2704.93,2704.93,City,,
16096,"2000 N WASHINGTON ST",3000.00,8995.95,8995.95,City,,
16100,"2029 N WASHINGTON ST",1000.00,89914.22,89914.22,City,,
16101,"2035 N WASHINGTON ST",3000.00,10434.61,10434.61,City,,
16134,"2211 WEAVER LANE",13100.00,2125.09,2125.09,469,0.00,2125.09
16196,"1700 WESTWOOD AVE",3000.00,7310.48,7310.48,City,,
16197,"1719 WESTWOOD AVE",6000.00,2885.21,2885.21,City,,
16201,"1838 WESTWOOD AVE",6000.00,986.02,986.02,City,,
16206,"2017 WESTWOOD AVE",5000.00,899.03,899.03,City,,
16229,"0101 N WHEELER AVE",1000.00,6215.13,6215.13,City,,
16292,"0451 WHITRIDGE AVE",1000.00,167908.94,167908.94,City,,
16300,"2318 WHITTIER AVE",2200.00,11931.55,11931.55,City,,
16328,"5611 WILDWOOD LANE",26200.00,7035.23,7035.23,295,0.00,7035.23
16352,"1811 WILHELM ST",5667.00,20468.19,20468.19,City,,
16354,"1833 WILHELM ST",5667.00,18095.59,18095.59,City,,
16357,"1840 WILHELM ST",23000.00,33454.49,33454.49,City,,
16360,"1904 WILHELM ST",5000.00,5731.82,5731.82,City,,
16361,"1905 WILHELM ST",5000.00,10176.77,10176.77,City,,
16364,"2003 WILHELM ST",5000.00,14351.30,14351.30,City,,
16377,"2114 WILHELM ST",6000.00,3861.22,3861.22,City,,
16379,"2120 WILHELM ST",5000.00,14568.86,14568.86,City,,
16388,"1727 WILKENS AVE",38000.00,15341.49,15341.49,City,,
16390,"1804 WILKENS AVE",24333.00,89269.91,89269.91,City,,
16394,"1824 WILKENS AVE",5667.00,55358.68,55358.68,City,,
16396,"1917 WILKENS AVE",6000.00,125087.07,125087.07,City,,
16397,"1920 WILKENS AVE",1000.00,126863.36,126863.36,City,,
16407,"2132 WILKENS AVE",6000.00,1731.46,1731.46,267,0.00,1731.46
16414,"2222 WILKENS AVE",1000.00,359487.24,359487.24,City,,
16444,"2731 WILKENS AVE",19000.00,57007.52,57007.52,City,,
16459,"0115 WILLARD ST",1000.00,10189.22,10189.22,City,,
16460,"0121-123 WILLARD ST",36133.00,6976.06,6976.06,City,,
16498,"4001 WILSBY AVE",111600.00,24089.69,24089.69,City,,
16530,"2900 WINCHESTER ST",29000.00,39186.47,39186.47,City,,
16531,"2906 WINCHESTER ST",29000.00,31582.10,31582.10,City,,
16559,"3025 WINDSOR AVE",8100.00,6551.18,6551.18,City,,
16571,"3210 WINDSOR AVE",23400.00,22271.52,22271.52,City,,
16609,"3329 WINTERBOURNE ROAD",25000.00,13138.81,13138.81,City,,
16649,"2118 N WOLFE ST",15000.00,15417.17,15417.17,City,,
16762,"2908 WOODLAND AVE",41233.00,11874.07,11874.07,City,,
16766,"3104 WOODLAND AVE",0.00,32124.90,32124.90,City,,
16777,"4303 WOODLEA AVE",36300.00,4558.53,4558.53,404,0.00,4558.53
16840,"5115 WOOLVERTON AVE",36000.00,22403.37,22403.37,City,,
16841,"4411 WRENWOOD AVE",10400.00,142926.43,142926.43,City,,
16842,"4432 WRENWOOD AVE",8700.00,53026.70,53026.70,City,,
16843,"4439 WRENWOOD AVE",15900.00,11639.38,11639.38,485,0.00,11639.38
16867,"0319 YALE AVE",30600.00,116009.78,116009.78,City,,
16876,"3856 YELL ST",200.00,656.38,656.38,City,,
16877,"3960 YELL ST",500.00,1709.64,1709.64,City,,
16908,"4716 YORK ROAD",125867.00,13671.62,13671.62,21,0.00,13671.62
16939,"3615 02ND ST",4000.00,14143.91,14143.91,City,,
16940,"3617 02ND ST",4000.00,75134.40,75134.40,City,,
16944,"3547 04TH ST",40000.00,7957.20,7957.20,331,0.00,7957.20
16946,"3565 04TH ST",19000.00,18945.27,18945.27,City,,
16964,"3558 06TH ST",4000.00,9528.33,9528.33,City,,
16973,"4036> 06TH ST",53300.00,107147.59,107147.59,City,,
16982,"3510 08TH AVE",57500.00,11777.20,11777.20,189,0.00,11777.20
16989,"3905 08TH ST",18700.00,10639.98,10639.98,189,0.00,10639.98
16990,"3908 08TH ST",40000.00,12864.84,12864.84,City,,
16995,"4010 08TH ST",19000.00,11891.13,11891.13,City,,
16996,"4014 08TH ST",40000.00,35177.76,35177.76,City,,
16999,"4108 08TH ST",40000.00,21319.25,21319.25,City,,
17002,"3604 09TH ST",19000.00,16088.49,16088.49,City,,
17030,"1121 E 20TH ST",1000.00,140412.10,140412.10,City,,
17032,"1125 E 20TH ST",1000.00,166216.33,166216.33,City,,
17055,"0501-503 E 22ND ST",1000.00,71045.07,71045.07,City,,
17086,"0714 E 23RD ST",12000.00,8935.37,8935.37,City,,
17090,"0302 E 24TH ST",1000.00,113626.27,113626.27,City,,
17139,"1707 E 25TH ST",25000.00,12356.69,12356.69,City,,
17150,"0420 E 26TH ST",3200.00,64493.24,64493.24,City,,
17151,"0422 E 26TH ST",3300.00,159027.77,159027.77,City,,
17315,"1000 E 33RD ST",0.00,747748.99,747748.99,City,,
17385,"1413 W 36TH ST",124000.00,140045.69,140045.69,City,,
17440,"0709 E 43RD ST",11200.00,121648.01,121648.01,City,,
